race,sex,age,priors_count,c_charge_degree,two_year_recid
Caucasian,Male,29,9,F,1
African-American,Male,28,2,F,0
Caucasian,Female,25,1,M,1
African-American,Male,22,0,F,1
African-American,Female,21,0,F,0
Caucasian,Male,48,0,F,1
African-American,Male,25,4,F,1
African-American,Male,37,7,F,0
Caucasian,Male,31,5,F,1
Other,Male,56,0,M,0
African-American,Male,24,0,M,0
African-American,Male,30,15,F,1
Caucasian,Male,47,5,M,0
Caucasian,Male,66,2,M,0
African-American,Male,51,21,F,1
Caucasian,Male,64,8,F,1
Asian,Male,76,0,F,0
Caucasian,Female,28,3,F,1
African-American,Male,35,1,M,0
Other,Male,44,6,F,1
African-American,Female,39,3,F,0
Hispanic,Male,38,7,F,1
African-American,Male,24,0,F,0
Caucasian,Male,27,4,F,0
Caucasian,Male,36,0,F,0
Hispanic,Male,20,0,F,1
African-American,Male,21,0,F,1
African-American,Male,27,7,F,1
African-American,Male,28,18,F,1
Hispanic,Male,52,0,M,1
Caucasian,Male,39,16,F,1
African-American,Male,19,0,F,1
Caucasian,Male,46,1,F,0
African-American,Male,40,2,F,0
Caucasian,Male,30,5,F,1
Caucasian,Male,28,0,F,1
Caucasian,Male,27,0,M,0
Hispanic,Male,23,3,F,1
African-American,Male,33,8,F,1
African-American,Male,25,7,F,0
African-American,Male,25,3,F,1
Caucasian,Male,33,4,F,0
African-American,Female,24,0,F,0
Caucasian,Male,44,0,F,0
African-American,Male,44,0,F,0
African-American,Female,23,0,M,0
Caucasian,Female,31,2,F,1
African-American,Male,27,0,F,0
Caucasian,Female,26,1,F,1
African-American,Male,57,16,M,1
Caucasian,Male,55,0,F,0
Hispanic,Male,67,0,M,1
Caucasian,Female,36,7,F,1
Hispanic,Male,45,6,F,0
African-American,Male,30,18,M,1
African-American,Male,34,0,F,1
African-American,Male,24,1,F,0
Other,Male,21,0,F,1
African-American,Male,42,7,F,0
Caucasian,Female,34,12,F,1
Hispanic,Male,30,3,M,0
Caucasian,Male,40,6,F,0
Hispanic,Male,24,1,F,0
Asian,Male,24,4,F,1
Other,Male,30,13,F,1
African-American,Male,30,4,F,0
Caucasian,Male,31,3,M,1
Caucasian,Male,33,2,F,1
Caucasian,Male,27,1,M,0
Hispanic,Male,22,0,F,1
African-American,Male,37,3,M,0
African-American,Male,25,1,F,0
Caucasian,Male,45,2,F,0
Hispanic,Male,22,1,F,1
Caucasian,Male,31,1,F,0
African-American,Male,23,0,F,0
African-American,Male,21,0,F,0
African-American,Male,28,6,M,1
African-American,Male,35,0,F,0
African-American,Male,29,4,F,1
African-American,Male,23,2,F,1
African-American,Male,28,7,F,1
Caucasian,Female,34,0,M,1
Caucasian,Female,32,5,F,0
Caucasian,Male,52,2,M,0
African-American,Male,25,2,F,0
Caucasian,Male,34,15,F,0
African-American,Male,47,4,F,1
African-American,Male,50,9,F,0
African-American,Female,30,4,F,0
Caucasian,Male,22,0,M,1
Caucasian,Male,53,1,M,1
African-American,Female,47,7,F,1
Caucasian,Male,37,3,F,0
African-American,Male,37,8,M,0
African-American,Male,26,7,F,1
Caucasian,Female,31,0,M,0
Caucasian,Male,20,0,F,1
African-American,Male,22,0,F,1
African-American,Male,33,14,F,1
African-American,Male,30,1,M,0
Caucasian,Male,27,5,F,1
African-American,Male,24,2,M,1
Other,Female,20,1,M,0
African-American,Male,29,0,M,0
Caucasian,Male,24,0,F,0
African-American,Male,44,29,F,1
Caucasian,Female,46,1,M,1
African-American,Female,36,1,F,0
African-American,Male,23,0,M,1
African-American,Male,21,1,F,1
African-American,Male,29,6,F,1
Hispanic,Male,25,10,F,1
Hispanic,Female,22,1,F,0
African-American,Male,29,4,M,0
African-American,Female,26,0,M,0
Caucasian,Female,50,7,M,1
African-American,Male,32,1,F,0
Hispanic,Male,45,0,F,0
African-American,Male,30,1,F,0
African-American,Male,25,0,F,0
Caucasian,Female,44,10,F,1
African-American,Male,58,0,F,1
African-American,Male,24,5,F,0
African-American,Male,20,1,F,1
Caucasian,Male,29,0,M,1
Caucasian,Male,21,1,F,0
African-American,Male,38,22,M,1
Hispanic,Male,62,5,F,0
Caucasian,Female,46,1,F,0
African-American,Male,29,17,F,1
African-American,Male,30,0,F,1
African-American,Male,55,8,F,1
African-American,Male,25,10,F,1
Caucasian,Male,47,2,M,0
Hispanic,Male,27,1,M,0
African-American,Male,30,13,F,1
African-American,Male,24,4,F,1
Caucasian,Male,48,2,F,1
Caucasian,Male,45,0,F,1
African-American,Male,26,2,M,0
Caucasian,Female,42,0,M,0
African-American,Male,34,1,M,0
African-American,Male,21,0,M,1
Caucasian,Female,69,2,M,0
Caucasian,Male,24,5,F,1
African-American,Male,45,1,M,0
African-American,Male,28,3,M,0
African-American,Male,25,8,M,1
African-American,Male,52,2,M,0
Caucasian,Male,30,0,F,0
Hispanic,Female,26,0,M,0
Other,Male,34,0,F,1
Caucasian,Male,32,5,F,1
Caucasian,Male,47,11,F,0
African-American,Male,38,2,M,1
African-American,Male,32,2,F,0
African-American,Male,23,4,F,1
Hispanic,Male,30,0,M,0
African-American,Male,59,9,F,1
Caucasian,Male,24,5,F,1
African-American,Female,22,0,F,0
African-American,Male,35,6,F,0
African-American,Male,24,0,F,1
African-American,Male,35,1,M,0
African-American,Male,25,2,F,0
Caucasian,Male,58,3,M,0
African-American,Male,27,7,F,1
African-American,Male,24,6,F,1
Caucasian,Male,33,2,M,0
Caucasian,Male,44,4,F,0
African-American,Male,30,3,F,0
Hispanic,Female,39,2,F,0
Caucasian,Male,28,0,F,0
African-American,Male,34,1,F,0
African-American,Male,26,1,F,1
African-American,Male,23,0,F,0
Caucasian,Male,29,11,F,1
African-American,Male,31,0,M,0
Other,Male,38,1,F,0
African-American,Male,30,14,F,1
Caucasian,Male,21,2,F,1
African-American,Male,44,0,F,0
African-American,Male,52,0,F,0
African-American,Male,30,6,F,1
African-American,Male,31,9,F,1
African-American,Female,21,2,F,0
Caucasian,Male,77,1,M,0
Caucasian,Male,61,4,F,0
African-American,Female,41,0,M,0
Caucasian,Female,24,0,M,0
African-American,Female,34,5,F,0
Caucasian,Male,34,3,F,1
Hispanic,Male,27,1,F,0
African-American,Male,25,6,M,1
African-American,Male,30,1,F,0
Hispanic,Male,59,0,F,0
Caucasian,Male,55,1,F,1
African-American,Female,22,1,M,0
Caucasian,Male,32,0,F,1
African-American,Male,53,5,M,0
Caucasian,Male,50,1,M,0
Other,Male,26,1,F,1
Hispanic,Male,21,2,F,1
African-American,Male,36,7,F,1
African-American,Male,35,16,F,1
Caucasian,Female,25,0,M,0
Caucasian,Female,31,2,M,0
African-American,Female,26,1,F,0
Caucasian,Male,25,0,M,0
African-American,Male,32,0,M,0
Caucasian,Male,40,5,F,0
African-American,Male,35,0,F,0
African-American,Male,27,2,F,0
African-American,Male,33,12,F,1
Asian,Male,36,1,F,0
Caucasian,Male,30,2,F,0
African-American,Male,30,0,F,0
African-American,Male,41,19,F,0
Caucasian,Female,21,1,M,0
Caucasian,Female,29,0,F,0
Caucasian,Male,32,1,M,0
Caucasian,Male,25,0,F,0
Caucasian,Male,50,0,F,0
Caucasian,Male,35,4,F,0
African-American,Male,37,17,F,1
African-American,Male,43,4,F,1
Caucasian,Male,29,12,M,1
Caucasian,Female,61,0,F,0
African-American,Female,22,4,F,1
Caucasian,Male,27,2,F,1
African-American,Male,31,0,M,0
African-American,Male,44,12,F,0
African-American,Female,34,1,M,0
Other,Male,24,0,F,0
Caucasian,Female,34,1,F,0
African-American,Female,20,0,M,1
African-American,Male,30,0,M,0
African-American,Female,43,0,M,0
Caucasian,Male,51,4,F,1
Hispanic,Male,37,9,F,0
African-American,Male,42,7,F,1
Hispanic,Female,29,1,F,0
Caucasian,Male,44,4,F,0
Caucasian,Female,24,0,M,0
Caucasian,Male,36,12,F,0
Caucasian,Male,39,0,F,1
African-American,Male,32,2,M,0
African-American,Male,30,1,F,0
African-American,Male,38,0,M,0
African-American,Female,27,8,F,0
Caucasian,Male,24,2,M,0
Caucasian,Female,30,0,F,1
Caucasian,Female,43,0,M,1
African-American,Male,30,8,M,1
African-American,Male,22,2,F,1
Caucasian,Female,26,1,M,0
Caucasian,Male,37,3,F,0
Caucasian,Male,25,5,F,1
Caucasian,Male,65,1,F,1
Other,Male,52,0,F,1
Hispanic,Male,37,9,F,0
Caucasian,Male,29,1,F,0
Caucasian,Male,32,3,F,0
Hispanic,Male,36,0,M,1
African-American,Male,21,8,F,1
Caucasian,Male,21,1,F,0
Caucasian,Male,47,13,M,1
African-American,Female,36,4,F,0
African-American,Female,25,6,F,1
Caucasian,Male,32,4,M,1
Caucasian,Male,43,1,F,0
African-American,Male,27,2,F,0
African-American,Male,26,8,M,1
African-American,Male,21,1,F,0
Asian,Male,34,0,M,0
Hispanic,Male,46,1,M,0
African-American,Male,40,23,M,1
Caucasian,Male,38,3,M,0
African-American,Male,41,7,F,0
Caucasian,Male,25,7,F,1
Caucasian,Male,21,1,F,0
Caucasian,Female,74,0,M,0
Caucasian,Male,41,5,M,1
African-American,Male,57,11,F,1
Hispanic,Female,27,0,M,0
African-American,Male,30,1,M,0
Caucasian,Female,33,3,F,1
Caucasian,Male,24,2,M,0
Asian,Male,52,0,F,0
Caucasian,Female,29,0,M,0
Caucasian,Female,42,0,F,1
Caucasian,Female,30,1,F,0
African-American,Male,33,0,F,0
Hispanic,Male,38,1,F,0
African-American,Male,21,2,F,1
Caucasian,Female,41,9,M,1
African-American,Female,28,5,M,0
Hispanic,Male,28,3,F,0
African-American,Female,52,3,F,0
Hispanic,Male,21,1,F,0
Hispanic,Female,22,1,F,0
Hispanic,Male,32,3,F,0
African-American,Male,25,0,F,1
African-American,Female,27,0,M,0
Caucasian,Male,35,0,F,0
African-American,Male,40,2,M,0
Other,Female,29,0,F,0
African-American,Male,24,2,M,1
African-American,Male,24,10,F,1
Hispanic,Male,36,26,F,1
African-American,Male,54,13,F,0
Hispanic,Male,26,5,F,0
Caucasian,Male,50,1,F,0
African-American,Male,21,1,F,1
Hispanic,Male,51,0,M,0
African-American,Male,24,2,F,1
African-American,Male,33,11,F,1
African-American,Male,29,3,M,0
Caucasian,Female,25,0,M,0
African-American,Male,38,0,F,1
Caucasian,Male,46,1,F,0
African-American,Male,33,9,M,1
Hispanic,Male,31,19,F,1
Other,Male,21,0,M,0
Other,Male,60,1,M,1
African-American,Female,39,3,F,1
African-American,Male,23,1,F,0
African-American,Female,23,3,M,1
African-American,Male,35,4,F,0
Caucasian,Male,49,12,F,1
Other,Male,26,1,M,0
Caucasian,Male,27,0,M,0
African-American,Male,22,2,F,0
African-American,Female,29,0,F,1
African-American,Male,31,0,M,0
Hispanic,Male,31,5,F,1
Hispanic,Female,29,0,F,0
Caucasian,Female,65,0,F,0
Hispanic,Female,34,1,M,0
Caucasian,Male,24,6,F,0
African-American,Male,46,0,M,0
Other,Male,26,3,F,0
African-American,Male,20,0,F,1
African-American,Male,29,16,F,1
African-American,Male,29,7,F,0
Caucasian,Female,56,3,F,0
African-American,Male,21,0,F,0
African-American,Male,40,0,F,1
African-American,Male,22,2,M,1
Caucasian,Male,39,0,M,0
African-American,Male,22,1,F,1
Other,Female,27,5,F,1
Caucasian,Male,36,1,F,0
African-American,Male,30,0,F,0
Caucasian,Male,56,17,F,1
African-American,Male,36,0,M,0
African-American,Male,38,5,M,0
African-American,Male,32,0,F,0
African-American,Female,34,5,F,1
Other,Male,23,0,M,0
Caucasian,Male,52,0,M,0
Caucasian,Male,20,1,F,1
African-American,Male,38,5,M,0
Caucasian,Male,46,0,M,0
African-American,Male,27,0,F,1
African-American,Male,20,2,F,1
African-American,Female,51,1,M,0
Caucasian,Female,29,1,F,1
African-American,Female,35,7,F,1
Caucasian,Male,37,1,M,1
Caucasian,Male,63,0,F,0
African-American,Male,27,2,F,0
African-American,Male,27,1,F,1
African-American,Male,27,0,F,0
African-American,Male,24,2,M,1
Hispanic,Male,30,1,F,1
African-American,Male,32,13,M,1
Caucasian,Male,25,4,F,1
African-American,Male,24,10,M,0
African-American,Male,27,0,M,0
African-American,Female,48,0,M,0
African-American,Female,26,1,M,0
Other,Male,58,0,F,0
Caucasian,Male,23,1,F,1
Caucasian,Male,22,3,M,1
African-American,Female,51,4,F,0
African-American,Male,41,0,F,0
African-American,Male,21,0,F,0
African-American,Male,32,1,M,0
Other,Male,26,0,M,0
African-American,Female,39,3,M,0
Other,Female,48,0,M,0
Caucasian,Male,46,0,M,0
Hispanic,Male,56,2,M,0
African-American,Male,22,1,M,1
Other,Male,33,7,F,1
African-American,Male,36,2,F,1
Native American,Male,20,1,F,1
Caucasian,Male,32,0,M,0
African-American,Male,38,17,M,1
Hispanic,Male,64,1,M,0
African-American,Male,22,1,F,1
Caucasian,Male,69,0,M,1
African-American,Male,26,2,F,0
African-American,Female,27,1,M,1
Caucasian,Female,30,1,M,0
African-American,Male,22,2,F,0
Caucasian,Female,43,0,F,0
Hispanic,Male,24,0,F,1
Caucasian,Male,22,2,M,1
Caucasian,Female,55,0,M,0
Hispanic,Male,34,0,M,0
African-American,Male,20,1,F,0
African-American,Male,22,1,M,1
African-American,Male,29,15,F,1
Caucasian,Male,33,9,F,1
Caucasian,Male,55,7,F,0
African-American,Male,22,1,F,0
African-American,Male,55,1,F,0
Caucasian,Female,43,0,F,1
African-American,Male,21,0,F,1
African-American,Male,38,6,F,0
African-American,Male,23,0,F,0
Caucasian,Female,28,1,M,0
Other,Male,45,0,F,0
African-American,Male,39,1,F,0
Caucasian,Male,79,1,M,0
Caucasian,Male,48,1,F,0
Hispanic,Male,20,2,F,1
African-American,Male,31,5,M,0
Caucasian,Male,30,4,M,1
African-American,Male,32,5,F,1
Caucasian,Male,56,1,M,0
African-American,Female,28,0,M,1
African-American,Male,43,2,M,0
Hispanic,Male,20,0,F,0
African-American,Male,27,21,F,1
African-American,Male,41,0,M,0
Other,Male,24,1,F,0
African-American,Male,43,3,M,1
African-American,Female,33,1,F,0
African-American,Male,22,0,F,0
African-American,Male,34,3,F,0
Caucasian,Male,36,0,M,0
Caucasian,Male,69,0,F,0
Caucasian,Male,32,5,F,1
African-American,Male,22,1,F,1
Caucasian,Male,46,0,F,0
Caucasian,Male,34,1,M,0
Hispanic,Female,32,0,M,0
African-American,Male,39,0,M,0
African-American,Male,25,6,M,1
Hispanic,Female,21,0,M,1
African-American,Male,63,9,F,1
Caucasian,Male,24,8,F,1
Caucasian,Male,29,2,M,0
African-American,Male,20,3,F,1
Caucasian,Female,40,0,M,0
African-American,Male,30,7,F,1
Caucasian,Male,36,10,M,1
Caucasian,Male,50,5,F,0
African-American,Male,37,4,M,1
African-American,Male,34,1,F,0
Hispanic,Female,35,0,F,0
African-American,Female,31,1,M,1
Caucasian,Male,23,10,F,0
Hispanic,Male,22,0,F,1
Caucasian,Male,37,2,F,1
Other,Male,20,0,F,0
African-American,Male,54,22,F,1
Caucasian,Male,26,2,F,0
African-American,Male,34,12,F,1
Caucasian,Male,59,2,M,1
Caucasian,Male,45,2,F,0
Caucasian,Male,37,2,M,0
Other,Male,38,0,F,1
Caucasian,Male,45,1,F,1
African-American,Male,22,1,F,0
African-American,Male,24,3,F,1
African-American,Male,25,5,F,0
African-American,Male,24,6,F,1
African-American,Female,52,3,M,0
African-American,Male,20,1,M,1
African-American,Male,32,6,F,0
Caucasian,Female,32,2,F,1
Caucasian,Male,39,8,F,0
African-American,Male,49,3,F,1
African-American,Male,20,1,F,1
Caucasian,Male,31,11,F,1
Caucasian,Male,58,7,F,1
Hispanic,Male,50,2,M,0
African-American,Male,26,11,F,1
African-American,Male,20,1,F,0
Caucasian,Male,39,1,F,0
Caucasian,Male,51,1,M,1
African-American,Male,30,2,M,0
Other,Male,39,0,M,0
Caucasian,Male,26,9,F,1
African-American,Male,26,2,F,0
African-American,Male,35,13,F,1
Other,Male,20,0,M,0
Caucasian,Female,51,7,F,0
Caucasian,Female,26,0,F,0
African-American,Male,26,5,F,0
Caucasian,Male,20,0,F,0
African-American,Male,28,0,F,1
African-American,Male,23,1,M,1
African-American,Female,21,0,M,0
Other,Male,25,0,F,1
Caucasian,Male,30,0,F,0
Caucasian,Male,21,2,F,1
Caucasian,Male,20,1,F,1
Caucasian,Male,24,5,F,1
African-American,Male,35,22,F,1
Other,Female,27,0,F,1
Caucasian,Male,50,2,F,1
African-American,Male,25,5,M,0
Caucasian,Female,48,1,F,0
African-American,Male,31,12,M,1
African-American,Male,26,0,F,0
African-American,Male,22,0,F,0
African-American,Male,29,0,F,0
Other,Male,33,2,F,1
Caucasian,Male,52,1,F,0
Hispanic,Male,37,0,M,1
African-American,Male,21,0,F,0
Caucasian,Male,21,1,F,0
Caucasian,Female,20,0,F,1
Hispanic,Male,43,1,M,1
Caucasian,Male,30,1,F,1
African-American,Female,33,3,M,1
African-American,Male,24,3,F,0
Hispanic,Female,52,0,M,1
African-American,Female,30,11,F,1
Caucasian,Female,30,0,M,0
African-American,Male,47,13,F,1
African-American,Male,41,9,M,0
Hispanic,Male,21,4,F,1
Hispanic,Male,53,1,F,0
Caucasian,Male,48,6,F,0
African-American,Male,52,2,F,1
African-American,Female,34,1,M,0
Caucasian,Male,35,0,F,1
Other,Male,25,1,F,1
Other,Male,39,1,F,0
African-American,Male,24,1,F,1
Caucasian,Female,48,17,F,0
Hispanic,Male,31,1,F,0
Hispanic,Male,26,0,M,0
African-American,Male,43,3,F,1
African-American,Male,25,1,M,0
African-American,Male,34,20,F,1
African-American,Male,25,2,F,1
Hispanic,Male,24,4,F,1
Caucasian,Male,56,6,F,0
African-American,Male,23,0,F,0
Caucasian,Male,21,0,M,0
Caucasian,Male,66,0,M,0
African-American,Male,28,7,M,0
Caucasian,Male,29,0,M,0
Caucasian,Male,22,3,F,1
Caucasian,Male,39,0,F,0
African-American,Male,33,9,M,1
Caucasian,Male,29,2,F,1
Caucasian,Male,31,1,F,0
African-American,Male,22,0,M,0
Caucasian,Female,22,0,M,0
Caucasian,Male,35,3,F,0
Caucasian,Male,29,3,F,1
African-American,Female,37,0,F,0
African-American,Female,30,0,F,0
Caucasian,Male,56,1,F,0
African-American,Female,34,0,F,0
African-American,Male,23,1,F,1
African-American,Male,27,1,F,1
Caucasian,Male,43,2,F,0
Caucasian,Male,38,0,F,0
Caucasian,Male,39,3,F,0
African-American,Male,24,1,F,1
African-American,Male,26,2,M,0
Caucasian,Female,55,0,M,0
African-American,Male,35,1,F,1
African-American,Male,61,25,F,0
Other,Male,33,0,M,0
Caucasian,Male,40,4,F,0
African-American,Male,33,3,F,0
Caucasian,Male,26,0,F,1
Caucasian,Male,32,15,F,1
African-American,Male,28,0,F,0
Caucasian,Male,45,0,M,0
Caucasian,Male,30,0,F,1
Caucasian,Female,57,4,F,0
African-American,Male,26,3,F,1
African-American,Male,35,1,F,0
Hispanic,Male,54,0,F,0
African-American,Female,29,0,F,0
Caucasian,Female,40,0,M,0
Caucasian,Male,28,1,F,1
African-American,Female,25,0,M,0
African-American,Male,44,3,M,0
Caucasian,Male,48,1,M,0
Caucasian,Female,59,1,F,0
Caucasian,Male,23,4,F,1
African-American,Male,29,0,F,0
Caucasian,Male,56,0,M,0
African-American,Female,27,0,M,0
Caucasian,Female,29,0,M,0
Caucasian,Female,34,4,M,0
African-American,Female,22,0,F,0
Caucasian,Male,40,5,F,1
Caucasian,Male,31,0,F,0
African-American,Male,47,3,F,0
African-American,Male,24,8,F,1
Caucasian,Female,20,1,F,0
African-American,Male,39,4,F,0
African-American,Male,29,10,F,1
Hispanic,Male,30,2,F,0
African-American,Female,26,4,F,1
African-American,Male,61,2,M,0
Hispanic,Male,37,3,M,0
Other,Male,38,1,F,1
Caucasian,Male,24,2,F,1
African-American,Male,30,0,M,0
African-American,Male,20,0,M,1
African-American,Male,56,22,F,1
Caucasian,Female,50,3,F,1
Other,Male,47,0,F,0
Caucasian,Male,56,5,F,0
Hispanic,Female,58,1,F,0
African-American,Male,30,10,F,1
African-American,Male,28,12,M,1
African-American,Male,59,1,M,0
African-American,Male,20,1,F,1
Caucasian,Male,23,4,M,1
Caucasian,Female,28,2,F,1
Hispanic,Male,50,3,F,1
Caucasian,Male,35,3,M,1
African-American,Male,22,1,F,1
Hispanic,Female,41,0,F,0
African-American,Male,22,0,F,0
African-American,Male,46,3,M,1
African-American,Male,61,8,F,1
African-American,Male,26,5,F,0
Caucasian,Male,44,1,F,0
African-American,Female,34,0,M,1
Caucasian,Male,29,1,F,1
Hispanic,Male,20,1,F,1
African-American,Male,29,8,M,0
African-American,Male,48,5,F,1
African-American,Female,31,0,M,0
Caucasian,Male,21,2,F,0
Caucasian,Male,34,4,F,0
African-American,Male,54,21,F,0
Caucasian,Male,20,4,F,0
Caucasian,Male,31,1,F,1
Caucasian,Male,22,0,M,0
African-American,Male,36,6,M,0
African-American,Male,34,9,F,1
Caucasian,Male,36,3,M,0
African-American,Male,32,3,F,1
African-American,Male,50,15,M,0
Native American,Male,47,22,F,1
Other,Female,49,0,M,0
African-American,Female,25,7,F,1
African-American,Male,31,1,M,0
African-American,Male,49,10,F,1
African-American,Male,21,2,F,0
African-American,Female,26,5,F,1
Other,Male,29,0,F,0
Hispanic,Male,61,0,F,0
Caucasian,Female,25,2,F,1
Other,Female,26,1,F,0
Caucasian,Male,38,5,F,0
Caucasian,Male,35,2,M,0
African-American,Male,50,10,F,0
Other,Male,55,8,F,1
African-American,Male,32,4,F,1
Caucasian,Male,29,1,F,0
Caucasian,Male,46,0,F,0
Caucasian,Male,53,1,M,0
Caucasian,Female,27,1,F,1
Caucasian,Male,29,4,F,0
Other,Male,26,0,F,1
African-American,Male,23,3,M,1
Hispanic,Male,43,3,M,1
Caucasian,Male,24,1,M,0
African-American,Male,33,18,F,1
African-American,Male,32,1,M,1
African-American,Female,38,7,F,1
African-American,Male,40,20,F,0
Other,Female,55,5,F,1
African-American,Female,36,1,M,0
African-American,Male,34,16,F,1
Caucasian,Male,41,1,M,1
Caucasian,Male,57,7,F,0
African-American,Male,26,1,F,0
Caucasian,Male,39,2,F,1
African-American,Male,45,0,F,1
African-American,Male,26,2,F,0
Caucasian,Female,48,0,F,0
Caucasian,Male,52,7,M,0
Hispanic,Male,22,2,F,1
African-American,Female,43,0,M,0
African-American,Male,35,2,F,0
Caucasian,Male,24,3,F,0
African-American,Male,27,11,F,1
Hispanic,Male,23,2,F,0
African-American,Male,56,28,F,0
African-American,Male,28,2,F,1
African-American,Male,21,0,F,0
African-American,Male,33,5,M,1
African-American,Male,25,1,F,1
African-American,Male,36,17,F,1
Caucasian,Female,25,0,F,0
Other,Male,31,3,F,0
Caucasian,Male,46,0,M,0
African-American,Female,24,0,F,0
African-American,Male,28,4,F,1
African-American,Male,28,12,M,1
African-American,Male,23,0,M,1
Other,Male,24,0,M,0
Hispanic,Male,40,0,M,0
Hispanic,Male,36,1,M,0
Caucasian,Male,50,1,M,1
Hispanic,Male,33,1,M,0
Caucasian,Male,24,0,M,0
African-American,Female,55,2,F,0
African-American,Male,22,0,F,1
African-American,Male,38,14,F,0
African-American,Male,31,1,F,0
African-American,Female,30,3,F,0
Caucasian,Male,52,1,F,0
African-American,Male,37,16,F,1
Caucasian,Female,41,1,M,0
African-American,Male,20,0,F,1
Caucasian,Male,21,0,M,1
Caucasian,Male,22,1,M,0
African-American,Male,38,7,M,0
African-American,Male,31,0,F,0
Caucasian,Male,28,0,F,0
Hispanic,Male,21,2,F,1
African-American,Male,39,1,F,0
African-American,Male,34,22,F,1
Caucasian,Male,32,2,F,0
Hispanic,Male,45,0,M,0
African-American,Male,36,7,M,0
African-American,Male,24,0,M,1
African-American,Male,27,9,F,1
Hispanic,Male,30,0,F,0
African-American,Male,61,8,M,0
African-American,Male,43,2,F,0
African-American,Male,26,1,F,0
African-American,Male,32,7,F,0
Caucasian,Female,57,2,F,0
Caucasian,Female,40,0,M,0
Caucasian,Male,33,6,F,1
African-American,Male,30,2,F,1
Caucasian,Male,29,1,M,0
Caucasian,Female,21,1,F,0
African-American,Male,36,2,M,0
African-American,Male,59,17,F,0
African-American,Male,35,6,F,1
Hispanic,Male,49,0,M,0
Hispanic,Male,26,5,F,1
African-American,Male,21,2,F,1
African-American,Male,49,29,F,1
Hispanic,Male,23,1,F,0
African-American,Female,37,23,M,1
Hispanic,Male,33,0,M,0
African-American,Male,20,1,F,1
Caucasian,Male,28,1,F,0
African-American,Male,29,3,F,1
African-American,Male,25,1,F,1
African-American,Male,20,2,F,1
Caucasian,Male,30,3,M,1
African-American,Male,55,5,F,0
Caucasian,Male,26,0,M,0
Caucasian,Female,52,6,F,0
African-American,Male,52,16,F,1
Hispanic,Male,27,1,F,1
Caucasian,Male,60,2,M,0
Caucasian,Male,44,0,M,0
Hispanic,Male,30,1,F,0
African-American,Female,25,2,M,0
Caucasian,Female,20,4,F,1
Caucasian,Male,28,3,F,1
African-American,Male,39,3,M,0
Caucasian,Male,22,1,F,0
Caucasian,Male,24,1,F,1
African-American,Female,28,0,F,0
African-American,Male,35,10,F,1
Caucasian,Male,30,0,M,0
African-American,Male,22,0,F,1
African-American,Male,39,9,F,0
Other,Female,46,1,F,0
Other,Male,47,3,M,0
African-American,Male,26,5,M,0
African-American,Male,33,3,F,0
African-American,Female,23,0,F,0
African-American,Female,52,0,F,1
African-American,Female,22,0,M,1
Caucasian,Male,54,0,F,0
African-American,Male,50,2,M,0
African-American,Male,20,2,F,1
Caucasian,Male,25,1,F,0
Caucasian,Female,46,0,F,0
African-American,Male,26,1,F,1
Caucasian,Male,22,0,M,0
Caucasian,Male,38,10,F,1
Hispanic,Female,36,9,F,1
African-American,Female,34,5,F,1
African-American,Male,18,4,F,1
Caucasian,Female,26,3,F,1
Caucasian,Female,23,0,F,0
Hispanic,Female,32,8,M,1
Caucasian,Male,44,1,M,1
Caucasian,Male,53,9,F,1
African-American,Male,27,6,F,0
African-American,Male,27,4,F,1
Caucasian,Male,25,2,F,0
Caucasian,Male,48,18,F,1
Caucasian,Male,19,1,F,1
Caucasian,Male,53,0,F,0
African-American,Male,39,0,M,0
Other,Male,37,2,F,1
African-American,Male,27,6,F,1
Caucasian,Female,29,1,F,1
African-American,Female,21,2,F,1
African-American,Female,24,7,F,0
Caucasian,Male,33,0,M,0
Caucasian,Female,24,1,M,0
Caucasian,Male,46,1,F,0
Hispanic,Male,32,7,F,0
Hispanic,Male,24,2,F,0
Caucasian,Female,38,0,F,0
African-American,Male,30,13,F,1
African-American,Male,26,27,M,1
Caucasian,Male,57,2,F,0
Caucasian,Male,43,0,F,0
African-American,Male,22,0,M,0
Caucasian,Male,26,1,M,0
African-American,Female,28,9,M,1
Caucasian,Male,51,3,F,0
Hispanic,Male,41,3,F,0
Caucasian,Male,24,1,F,0
African-American,Male,48,3,F,1
Caucasian,Male,26,0,M,1
African-American,Male,31,6,F,1
African-American,Male,27,6,M,0
African-American,Male,25,0,M,0
Caucasian,Male,56,3,M,0
African-American,Female,29,1,M,0
Caucasian,Female,30,3,F,1
African-American,Male,21,0,F,0
Caucasian,Male,22,1,F,1
African-American,Female,28,0,M,0
African-American,Male,35,2,F,0
Caucasian,Male,23,0,F,0
African-American,Male,48,4,F,0
Caucasian,Male,22,4,M,1
African-American,Male,37,2,F,0
African-American,Male,33,0,F,0
African-American,Male,23,5,F,1
African-American,Male,22,0,M,1
African-American,Male,24,0,F,0
African-American,Male,44,2,M,0
African-American,Male,26,4,M,0
African-American,Female,26,0,M,0
African-American,Male,29,2,F,0
Hispanic,Male,26,0,F,0
Caucasian,Male,30,1,M,0
African-American,Male,23,1,F,1
Other,Male,42,1,F,0
African-American,Female,28,0,F,1
African-American,Male,20,0,F,0
Caucasian,Female,24,7,M,0
Other,Female,36,6,F,1
African-American,Male,37,6,F,1
African-American,Female,21,1,F,0
African-American,Male,27,8,F,1
